File_ID,Texto_Espanhol,Traducao_PTBR
dlg_dialoghi_es.json data[12][107][0],Debo de haberme confundido.,Devo ter cometido um erro.
dlg_dialoghi_es.json data[12][110][0],"Hinon demasiado blando para escalar torre. Hinon pagar, yo trepar.","Hinon é muito fraco para subir na torre. Hinon, pague, eu subo."
dlg_dialoghi_es.json data[12][113][0],[font=Bold]¡Mover ya![/font] ¡No tiempo que perder!,[font=Bold]Aja agora![/font] Não há tempo a perder!
dlg_dialoghi_es.json data[12][118][0],"Bravo, saco de huesos.","Bravo, saco de ossos."
dlg_dialoghi_es.json data[12][124][0],Durante la [font=Bold]guerra[/font]... Le disparé al [font=Bold]robot[/font].,Durante a [font=Bold]guerra[/font]... eu atirei no [font=Bold]robô[/font].
dlg_dialoghi_es.json data[12][125][0],"Es viernes por la tarde, es el año 3264...","É sexta-feira à tarde, o ano é 3264..."
dlg_dialoghi_es.json data[12][126][0],Desactivando sistema de seguridad...,Desativar o sistema de segurança...
dlg_dialoghi_es.json data[12][130][0],¿Necesitas energía? Haz una ofrenda a la divinidad adecuada para recibirla.,Você precisa de energia? Faça uma oferenda à divindade apropriada para recebê-la.
dlg_dialoghi_es.json data[12][134][0],Es la [font=Bold]huerta[/font] privada de la iglesia.,É o jardim privado da igreja.
dlg_dialoghi_es.json data[12][140][0],¡A veces se pierde algún archivo de memoria!,"Às vezes, um arquivo de memória se perde!"
dlg_dialoghi_es.json data[12][143][0],"Pero no creo que supongas una amenaza mayor que cualquier otro seguidor del culto, y hay un [font=Bold]acuerdo[/font] tácito entre el [font=Bold]culto[/font] y el [font=Bold]clero[/font] para mantener la paz.","Mas não creio que você represente uma ameaça maior do que qualquer outro seguidor do culto, e existe um acordo tácito entre o culto e o clero para manter a paz."
dlg_dialoghi_es.json data[12][147][0],"Ah... [font=Sus]sí, claro[/font]. Pues...","Ah... sim, claro. Bem..."
dlg_dialoghi_es.json data[12][148][0],Uh...,Uh...
dlg_dialoghi_es.json data[12][149][0],¿Esta mañana?,Esta manhã?
dlg_dialoghi_es.json data[12][150][0],No lo sé. Se me hace raro oírte hablar de algo que sí que [font=Bold]nos ha pasado[/font] a los dos.,Não sei. É estranho ouvir você falar sobre algo que realmente aconteceu com nós dois.
dlg_dialoghi_es.json data[12][151][0],¿Dispositivo?,Dispositivo?
dlg_dialoghi_es.json data[12][169][0],"Si no pagar, ellos [font=Bold]castigar[/font] con robots.","Se você não pagar, eles vão te punir com robôs."
dlg_dialoghi_es.json data[12][170][0],"Ellos te poner en [font=Bold]prisión[/font], ¿recordar?","Eles vão te colocar na prisão, lembra?"
dlg_dialoghi_es.json data[12][175][0],Hecho. Ahora el camino está despejado.,Feito. Agora o caminho está livre.
dlg_dialoghi_es.json data[12][180][0],No... [font=Bold]Tiene que haber alguna forma[/font].,Não... Tem que haver um jeito.
dlg_dialoghi_es.json data[12][185][0],¿Tú?,Você?
dlg_dialoghi_es.json data[12][190][0],No te preocupes por eso.,Não se preocupe com isso.
dlg_dialoghi_es.json data[12][195][0],¿Qué debería usar en este caso?,O que devo usar neste caso?
dlg_dialoghi_es.json data[12][200][0],¿D-dónde estoy?,O-onde estou?
dlg_dialoghi_es.json data[13][0][0],"Lo siento, pero no tengo ni idea de qué clase de sitio es este...","Desculpe, mas não faço ideia de que tipo de lugar é este..."
dlg_dialoghi_es.json data[13][1][0],"No pretendo ser maleducado, pero tengo un poco de prisa.","Não quero ser indelicado, mas estou com um pouco de pressa."
dlg_dialoghi_es.json data[13][2][0],"Si no le importa, me gustaría esperar aquí a que deje de llover.","Se não se importar, gostaria de esperar aqui até que a chuva pare."
dlg_dialoghi_es.json data[13][8][0],"¡Ser un placer hacer tratos contigo, Billee! ","É um prazer fazer negócios com você, Billee!"
dlg_dialoghi_es.json data[13][10][0],Un niño solo y abandonado al que nadie un nombre había dado.,Uma criança solitária e abandonada a quem ninguém havia dado um nome.
dlg_dialoghi_es.json data[13][12][0],Uf... Pues usted me dice qué tipo de universo le gustaría y yo trato de crear uno lo más parecido posible.,"Ufa... Bem, você me diz que tipo de universo gostaria e eu tentarei criar um o mais parecido possível."
dlg_dialoghi_es.json data[13][19][0],Probablemente no la estaba escuchando.  Esto del [font=Bold]culto[/font] no me llama mucho.,Provavelmente eu não estava prestando atenção nela. Essa coisa toda de seita não me atrai muito.
dlg_dialoghi_es.json data[13][21][0],"Luego, las gotas se [font=Bold]evaporan[/font] mediante un intenso [font=Bold]haz iónico[/font] generado por una intrincada red de cablecillos eléctricos.","Em seguida, as gotículas são evaporadas por um intenso feixe de íons gerado por uma intrincada rede de fios elétricos."
dlg_dialoghi_es.json data[13][23][0],"Y, por último, está la [font=Bold]munna[/font], aunque no es propiamente una planta, sino un hongo.","E finalmente, há a [font=Bold]munna[/font], embora não seja estritamente uma planta, mas um fungo."
dlg_dialoghi_es.json data[13][25][0],Permanece fija sobre la cabeza de su portador. El problema es que los ganimedianos han vuelto a matarse entre sí.,Ela permanece fixa na cabeça de quem a usa. O problema é que os Ganimedes voltaram a se matar.
dlg_dialoghi_es.json data[13][31][0],Ramen con caldo de podla picante. ¡Excelente elección!,Ramen com caldo picante de podla. Excelente escolha!
dlg_dialoghi_es.json data[13][32][0],Ramen con caldo a las flores especiadas de coyala. ¡Excelente elección!,Ramen com caldo feito com flores de coyala temperadas. Excelente escolha!
dlg_dialoghi_es.json data[13][33][0],Ramen con caldo de resina dulce de chaal. ¡Excelente elección!,Ramen com caldo adocicado de resina de chaal. Excelente escolha!
dlg_dialoghi_es.json data[13][38][0],¿Hablas conmigo?,Você está falando comigo?
dlg_dialoghi_es.json data[13][41][0],"¿Qué quieres, saco de óxido?","O que você quer, seu saco enferrujado?"
dlg_dialoghi_es.json data[13][50][0],¡¿Qué...?!,Que...?!
dlg_dialoghi_es.json data[13][59][0],"Bueno... Supongo que podríamos decirlo así, sí...","Bem... acho que podemos dizer isso, sim..."
dlg_dialoghi_es.json data[13][60][0],"Cuando era pequeña, pensaba que ella daba de comer a todos los habitantes de [font=Bold]Ganimedes[/font].","Quando era pequena, ela pensava que alimentava todos os habitantes de Ganimedes."
dlg_dialoghi_es.json data[13][61][0],"[font=Urlato]¡Ja, ja, ja![/font]",[font=Urlato]Hahaha![/font]
dlg_dialoghi_es.json data[13][67][0],Un maestro muy sabio.,Um professor muito sábio.
dlg_dialoghi_es.json data[13][73][0],Sabes que esos malditos [font=Bold]sacerdotes[/font] están esperando cualquier oportunidad para atacar.,Você sabe que aqueles malditos padres estão esperando qualquer oportunidade para atacar.
dlg_dialoghi_es.json data[13][81][0],"Venga, Lila. Creía que por lo menos sabrías eso.","Vamos lá, Lila. Pensei que você ao menos soubesse isso."
dlg_dialoghi_es.json data[13][85][0],Pero Dios no tardó en sentirse decepcionado con su creación.,Mas Deus logo se decepcionou com sua criação.
dlg_dialoghi_es.json data[13][89][0],"Sé que está preocupado, pero tengo que pensar en mí antes que en la tienda.","Sei que ele está preocupado, mas preciso pensar em mim antes de ir à loja."
dlg_dialoghi_es.json data[13][100][0],Inquietante.,Perturbador.
dlg_dialoghi_es.json data[13][102][0],"Las [font=Bold]caderas[/font], que representan la moderación. Desvincularlas nos permite vivir sin excesos.","Os quadris, que representam a moderação. Separá-los permite-nos viver sem excessos."
dlg_dialoghi_es.json data[13][107][0],"Sí, eso creo.","Sim, acho que sim."
dlg_dialoghi_es.json data[13][110][0],"Nos vamos. Cuando luz demasiado fuerte, podla seca; no dinero.","Estamos indo embora. Quando a luz estiver muito forte, corte-a até secar; não o dinheiro."
dlg_dialoghi_es.json data[13][113][0],"Maestro, este ser [font=Bold]Laal[/font].","Mestre, este é [font=Bold]Laal[/font]."
dlg_dialoghi_es.json data[13][118][0],Me alegro de haber sido de ayuda.,Fico feliz por ter podido ajudar.
dlg_dialoghi_es.json data[13][124][0],¿Qué guerra?,Que guerra?
dlg_dialoghi_es.json data[13][125][0],"¡Ha preguntado dónde, no cuándo, montón de chatarra! ¡Y deja de responderle!","Ele perguntou onde, não quando, seu monte de lixo! E pare de respondê-lo!"
dlg_dialoghi_es.json data[13][126][0],[font=Bold]¡No! ¡Detente![/font],[font=Bold]Não! Pare![/font]
dlg_dialoghi_es.json data[13][130][0],¿Tu [font=Bold]hijo enfermo[/font] necesita ayuda? Realiza una contribución monetaria a algún dios para recibir la medicina correcta.,Seu filho doente precisa de ajuda? Faça uma doação em dinheiro a um deus para receber o remédio certo.
dlg_dialoghi_es.json data[13][134][0],Los humanos comen estas verduras para alimentarse.,Os humanos consomem esses vegetais como alimento.
dlg_dialoghi_es.json data[13][140][0],Me parece que te vi en el [font=Bold]salón de té de Hinon[/font].,Acho que te vi na casa de chá Hinon.
dlg_dialoghi_es.json data[13][143][0],"Así que imagino que quieren [font=Bold]algo[/font] de ti... Lo cual es muy interesante. Pero más allá de eso, no sé nada más.","Então, suponho que eles queiram algo de você... O que é muito interessante. Mas além disso, não sei mais nada."
dlg_dialoghi_es.json data[13][147][0],Me habré liado.,Devo ter me confundido.
dlg_dialoghi_es.json data[13][148][0],"En cualquier caso, no te preocupes. Fue interesante.","Em todo caso, não se preocupe. Foi interessante."
dlg_dialoghi_es.json data[13][149][0],¿Qué...? ¿Qué ha pasado?,O quê...? O que aconteceu?
dlg_dialoghi_es.json data[13][150][0],¿Qué quieres decir?,O que você quer dizer?
dlg_dialoghi_es.json data[13][151][0],"Oh, allá vamos otra vez...","Ah, lá vamos nós de novo..."
dlg_dialoghi_es.json data[13][158][0],"Entonces, ¿qué es?","Então, o que é isso?"
dlg_dialoghi_es.json data[13][169][0],Son malos como dioses.,Eles são tão maus quanto os deuses.
dlg_dialoghi_es.json data[13][170][0],Pues no.,"Não, não."
dlg_dialoghi_es.json data[13][180][0],Tiene que haber algún motivo para que los [font=Bold]dioses[/font] nos hayan hecho esto.,Deve haver algum motivo para os deuses terem feito isso conosco.
dlg_dialoghi_es.json data[13][185][0],T-tengo [font=Bold]poderes[/font].,Eu tenho [font=Bold]poderes[/font].
dlg_dialoghi_es.json data[13][190][0],¿Qué importar a tú? Tú siempre hacer lo que tú querer sin explicar. Pfff...,Que te importa? Você sempre faz o que quer sem dar explicações. Pff...
dlg_dialoghi_es.json data[13][195][0],Usaremos lo que el [font=Bold]kraken nos dio[/font] cuando recibimos nuestra iluminación y nuestras maldiciones.,Usaremos o que o kraken nos deu quando recebemos nossa iluminação e nossas maldições.
dlg_dialoghi_es.json data[13][200][0],"Oh, claro, [font=Bold]en el hospital[/font].","Ah, sim, [font=Bold]no hospital[/font]."
dlg_dialoghi_es.json data[14][0][0],¡Este es el famoso [font=Bold]salón de té de Hinon![/font],Esta é a famosa Casa de Chá Hinon!
dlg_dialoghi_es.json data[14][1][0],¿Por casualidad ha visto por aquí a una [font=Bold]chica[/font]?,Por acaso você viu alguma garota por aqui?
dlg_dialoghi_es.json data[14][2][0],[font=Bold]¡Cómo no![/font] Puede usted quedarse todo el tiempo que quiera.,[font=Bold]Claro![/font] Você pode ficar o tempo que quiser.
dlg_dialoghi_es.json data[14][10][0],"Antes de ti, mi oyente querido. Antes que yo, que esta historia he leído.","Diante de você, meu caro ouvinte. Diante de mim, que leio esta história."
dlg_dialoghi_es.json data[14][12][0],¡Impresionante!,Incrível!
dlg_dialoghi_es.json data[14][19][0],"Sí, Bea nos explicaba que, en el [font=Bold]Culto de la Desvinculación[/font], cuando los adeptos llegan a maestros [font=Bold]renuncian[/font] hasta a sus [font=Bold]nombres[/font].","Sim, Bea nos explicou que, no [font=Bold]Culto do Desapego[/font], quando os seguidores se tornam mestres, eles [font=Bold]renunciam[/font] até mesmo aos seus [font=Bold]nomes[/font]."
dlg_dialoghi_es.json data[14][21][0],¡Impresionante! ¿Es usted el inventor?,Incrível! Você é o inventor?
dlg_dialoghi_es.json data[14][23][0],"No sé dónde crece, pero se suelen ver sus esporas flotando fuera de los escudos.","Não sei onde cresce, mas seus esporos são frequentemente vistos flutuando do lado de fora dos escudos."
dlg_dialoghi_es.json data[14][25][0],Pero ¡las coronas son bellísimas!,Mas as coroas são lindas!
dlg_dialoghi_es.json data[14][32][0],"Lila, ¿te traigo lo mismo?","Lila, devo trazer o mesmo para você?"
dlg_dialoghi_es.json data[14][38][0],"Vosotros, los del [font=Bold]culto[/font], no tenéis respeto.","Vocês, da [font=Bold]seita[/font], não têm respeito."
dlg_dialoghi_es.json data[14][41][0],"Lila, no ves que estoy hablando con [font=Bold]tu amigo[/font].","Lila, você não vê que estou falando com sua amiga?"
dlg_dialoghi_es.json data[14][50][0],Uf...,Ufa...
dlg_dialoghi_es.json data[14][59][0],¡Lo sabía!,Eu sabia!
dlg_dialoghi_es.json data[14][60][0],Pero entonces descubrí que el [font=Bold]agua de Ganimedes[/font] se estaba exportando para [font=Bold]irrigar las plantas[/font] de la [font=Bold]vieja Tierra[/font]. Y fue mi madre quien había permitido que eso ocurriera.,Mas então descobri que a água de Ganimedes estava sendo exportada para irrigar as plantas da Terra antiga. E foi minha mãe quem permitiu que isso acontecesse.
dlg_dialoghi_es.json data[14][61][0],Deduzco que nunca habías visto un bonsái de [font=Bold]chaal[/font].,Imagino que você nunca viu um bonsai de [font=Bold]chaal[/font].
dlg_dialoghi_es.json data[14][67][0],M-me llamo M-[/font]Mahaan[/font].,M-meu nome é M-Mahaan.
dlg_dialoghi_es.json data[14][73][0],"Si yo no estuviese aquí, entrarían y saldrían a su antojo.  ¡Solo [font=Bold]Prometeo[/font] sabe el daño que causarían si pudiesen!","Se eu não estivesse aqui, eles entrariam e sairiam à vontade. Só Prometeu sabe o estrago que causariam se pudessem!"
dlg_dialoghi_es.json data[14][81][0],"Ah, sí. El pulpo gigante. Bea suele insistir con estas cosas.","Ah, sim. O polvo gigante. A Bea vive falando dessas coisas."
dlg_dialoghi_es.json data[14][85][0],"Decidió separarla del mundo espiritual, donde habitaba él junto a las leyes del tiempo y el espacio.","Ele decidiu separá-la do mundo espiritual, onde vivia em harmonia com as leis do tempo e do espaço."
dlg_dialoghi_es.json data[14][100][0],"Parece una de esas viejas ilustraciones con los distintos cortes de ternera, para que la gente supiese qué pedirle al carnicero.","Parece uma daquelas ilustrações antigas com os diferentes cortes de carne, para que as pessoas soubessem o que pedir ao açougueiro."
dlg_dialoghi_es.json data[14][102][0],"Los [font=Bold]senos[/font], que representan la lujuria. Separarlos otorga desvinculación de los deseos de la carne.","Os seios, que representam a luxúria. Separar os seios proporciona o desapego dos desejos carnais."
dlg_dialoghi_es.json data[14][106][0],De todos modos...,De qualquer forma...
dlg_dialoghi_es.json data[14][110][0],Cuando quieras.,Quando você quiser.
dlg_dialoghi_es.json data[14][113][0],"Laal, este Maestro, amigo Lila.","Laal, este Mestre, amigo Lila."
dlg_dialoghi_es.json data[14][118][0],Pero esto poco.,Mas isso é uma pequena quantia.
dlg_dialoghi_es.json data[14][124][0],Información contradictoria.,Informações contraditórias.
dlg_dialoghi_es.json data[14][125][0],"Respondiendo a tu pregunta, hereje, estás en los calabozos de la sagrada [font=Bold]Iglesia de los Muchos Dioses[/font].","Respondendo à sua pergunta, herege, você está nas masmorras da sagrada [font=Bold]Igreja dos Muitos Deuses[/font]."
dlg_dialoghi_es.json data[14][126][0],"[font=Bold]¡Solo era una broma, Temerario![/font]","[font=Bold]Era só uma brincadeira, Demolidor![/font]"
dlg_dialoghi_es.json data[14][130][0],Y la gente se lo cree. Son una panda de [font=Bold]estafadores[/font].,E as pessoas acreditam nisso. Eles são um bando de vigaristas.
dlg_dialoghi_es.json data[14][134][0],Y mi función es cuidar de ellas.,E meu papel é cuidar deles.
dlg_dialoghi_es.json data[14][140][0],"El miércoles pasado. Estábamos allí escoltando a [font=Bold]Baadha[/font], nuestro propietario.","Na quarta-feira passada, estávamos lá acompanhando Baadha, nosso dono."
dlg_dialoghi_es.json data[14][144][0],¿Puedes decirme más cosas sobre la iglesia?,Você pode me contar mais sobre a igreja?
dlg_dialoghi_es.json data[14][147][0],"Sí, eso parece.","Sim, parece que sim."
dlg_dialoghi_es.json data[14][148][0],"La [font=Bold]otra maestra[/font] me explicó que ibas a tardar bastante, así que me fui a casa.","A outra professora me explicou que você demoraria bastante, então eu fui para casa."
dlg_dialoghi_es.json data[14][150][0],"Normalmente, cuando hablas sobre el [font=Bold]pasado[/font], parece que [font=Bold]confundes cosas[/font].","Normalmente, quando se fala do passado, parece que se acaba confundindo as coisas."
dlg_dialoghi_es.json data[14][151][0],Olvídalo.,Esqueça.
dlg_dialoghi_es.json data[14][158][0],"Bueno, puede que no sea de la variedad cuántica, pero ¡es un catalizador!","Bem, talvez não seja da variedade quântica, mas é um catalisador!"
dlg_dialoghi_es.json data[14][169][0],[font=Bold]¡Y ahora nos decir basta![/font],E agora estão nos dizendo que já chega!
dlg_dialoghi_es.json data[14][170][0],Tú [font=Bold]siempre[/font] buscar Lila.,Você [font=Bold]sempre[/font] procura por Lila.
dlg_dialoghi_es.json data[14][175][0],¡Deja de seguirme!,Pare de me seguir!
dlg_dialoghi_es.json data[14][180][0],En cualquier caso...,Em todo o caso...
dlg_dialoghi_es.json data[14][185][0],¿Poderes?,Poderes?
dlg_dialoghi_es.json data[14][190][0],¿Vamos?,Vamos?
dlg_dialoghi_es.json data[14][195][0],Nuestro [font=Bold]pelo[/font].  Es la manifestación más pura de nuestro vínculo con el mundo tras el velo.,Nossos cabelos. São a manifestação mais pura da nossa conexão com o mundo que se esconde por trás do véu.
dlg_dialoghi_es.json data[14][200][0],Estoy en el hospital...,Estou no hospital...
dlg_dialoghi_es.json data[15][0][0],"¡Yo soy Hinon! Je, je.",Eu sou Hinon! Heh heh.
dlg_dialoghi_es.json data[15][1][0],¿Una chica?,Uma menina?
dlg_dialoghi_es.json data[15][2][0],¡En el [font=Bold]salón de té de Hinon[/font] no negamos refugio a los [font=Bold]rezagados[/font]!,"No Hinon Tea Room, não negamos abrigo a quem se perde!"
dlg_dialoghi_es.json data[15][4][0],"¿Estás listo para redimirte, adepto del culto?","Você está pronto para se redimir, seguidor do culto?"
dlg_dialoghi_es.json data[15][5][0],"Lo siento, mi procesador vocal se está cargando.","Desculpe, meu processador de voz está carregando."
dlg_dialoghi_es.json data[15][6][0],Espero vivir lo suficiente como para alcanzar tu nivel de desvinculación.,Espero viver o suficiente para alcançar o seu nível de desapego.
dlg_dialoghi_es.json data[15][7][0],"¿Tú gustar la podla que yo recoger con mis manos, humano?","Você gosta da poda que eu recolho com minhas mãos, humano?"
dlg_dialoghi_es.json data[15][8][0],¡No toques a mi lomri!,Não toque no meu lomri!
dlg_dialoghi_es.json data[15][10][0],"Antes de madre, padre y abuelo. Antes de recuerdo, tristeza o consuelo.","Antes da mãe, do pai e do avô. Antes da memória, da tristeza ou do consolo."
dlg_dialoghi_es.json data[15][12][0],Pero...,Mas...
dlg_dialoghi_es.json data[15][19][0],"Renunciar al nombre es el [font=Bold]último paso[/font] de la [font=Bold]desvinculación[/font] del [font=Bold]mundo material[/font], ¿verdad?","Abrir mão do próprio nome é o passo final para se desvincular do mundo material, não é?"
dlg_dialoghi_es.json data[15][21][0],"¡Oh, no, qué va! Son una tradición centenaria. Yo no soy más que el último de un [font=Bold]largo linaje de tejedores[/font].","Oh não, de jeito nenhum! É uma tradição secular. Eu sou apenas a última de uma longa linhagem de tecelãs."
dlg_dialoghi_es.json data[15][23][0],¡Qué interesante! Gracias.,Que interessante! Obrigada.
dlg_dialoghi_es.json data[15][32][0],"Sí, vale. Me da igual.","Sim, tudo bem. Não me importo."
dlg_dialoghi_es.json data[15][38][0],¡Qué desfachatez venir a vomitar vuestras mentiras durante un sermón!,Que absurdo vir espalhar mentiras durante um sermão!
dlg_dialoghi_es.json data[15][41][0],"Mira, no es la primera vez que me quitan la energía.","Olha, não é a primeira vez que cortam minha energia."
dlg_dialoghi_es.json data[15][50][0],Empiezo a estar un poco harto de esto.,Estou começando a ficar um pouco farto disso.
dlg_dialoghi_es.json data[15][59][0],"Como ya he dicho, no te preocupes...","Como eu já disse, não se preocupe..."
dlg_dialoghi_es.json data[15][60][0],"Y mientras la Tierra prosperaba, Ganimedes se [font=Bold]secaba[/font] cada vez más. La gente acabó odiándonos.","E enquanto a Terra prosperava, Ganimedes secava cada vez mais. As pessoas acabaram nos odiando."
dlg_dialoghi_es.json data[15][61][0],"Es el primero que veo, la verdad.","Para ser sincera, é a primeira vez que vejo uma."
dlg_dialoghi_es.json data[15][67][0],"Soy grande, p-pero...","Eu sou grande, m-mas..."
dlg_dialoghi_es.json data[15][73][0],Ugh... Como quieras.,Ah... Tanto faz.
dlg_dialoghi_es.json data[15][81][0],Y por tu [font=Bold]pelo[/font].,E por causa do seu cabelo.
dlg_dialoghi_es.json data[15][85][0],"Y como [font=Bold]barrera[/font] entre lo [font=Bold]material[/font] y lo [font=Bold]espiritual[/font], colocó a [font=Bold]Gahara Samudr[/font], el océano de oscuridad, el kraken cósmico.","E como barreira entre o material e o espiritual, ele colocou Gahara Samudr, o oceano de escuridão, o kraken cósmico."
dlg_dialoghi_es.json data[15][100][0],"Sí, es un poco mórbido.","Sim, é um pouco mórbido."
dlg_dialoghi_es.json data[15][102][0],"Las [font=Bold]piernas[/font], que representan la soberbia. Su desvinculación nos libera de la necesidad de perseguir objetivos sin importar el coste.","As pernas, que representam o orgulho. Separar as pernas nos liberta da necessidade de perseguir objetivos a qualquer custo."
dlg_dialoghi_es.json data[15][106][0],"Voy a ver a esa bola de pelo, [font=Bold]Bandar[/font]. Vamos a recoger [font=Bold]plantas[/font] para los [font=Bold]tés de Hinon[/font].","Vou ver aquela bola de pelos, Bandar. Vamos colher plantas para os chás da Hinon."
dlg_dialoghi_es.json data[15][110][0],"Subir, saco de huesos.","Sobe, saco de ossos."
dlg_dialoghi_es.json data[15][113][0],¡Encantado te conocer!,Prazer em conhecê-lo!
dlg_dialoghi_es.json data[15][118][0],"¡Mirar! [font=Bold]Viento fuerte[/font], podla jugosa.","Olha só! Vento forte, poda suculenta."
dlg_dialoghi_es.json data[15][124][0],"El seguidor del culto se refiere al encuentro en el mercado, sectores E-2, E-3 y F-3.","O seguidor do culto se refere ao encontro no mercado, nos setores E-2, E-3 e F-3."
dlg_dialoghi_es.json data[15][125][0],Imagino que tu [font=Bold]sangre impía[/font] te estará hirviendo ahora mismo.,Imagino que seu [font=Bold]sangue profano[/font] esteja fervendo neste momento.
dlg_dialoghi_es.json data[15][126][0],Estos robots nunca pillan el [font=Bold]sarcasmo[/font].,Esses robôs nunca entendem sarcasmo.
dlg_dialoghi_es.json data[15][129][0],A lo mejor tiene algo positivo.,Talvez tenha algo de positivo nisso.
dlg_dialoghi_es.json data[15][130][0],"Sí, no está bien mentir a la gente de esta colonia.","Sim, não é certo mentir para as pessoas desta comunidade."
dlg_dialoghi_es.json data[15][134][0],Así que... Cuido de ellas.,Então... eu cuido deles.
dlg_dialoghi_es.json data[15][140][0],¡Le encanta el té!,Ela adora chá!
dlg_dialoghi_es.json data[15][144][0],"¿El qué, en concreto?",O quê exatamente?
dlg_dialoghi_es.json data[15][150][0],Creo que esta es la primera vez que has dicho algo que puedo entender.,Acho que esta é a primeira vez que você disse algo que eu consigo entender.
dlg_dialoghi_es.json data[15][151][0],Estaba a punto de servirme un té de hierbas. Tienes pinta de que te iría bien una taza.,Eu estava prestes a me servir um chá de ervas. Você parece que também precisa de uma xícara.
dlg_dialoghi_es.json data[15][158][0],¿Y eso es...?,E isso é...?
dlg_dialoghi_es.json data[15][169][0],¡Nos [font=Bold]destruir[/font] [font=Bold]robots[/font] para acabar con dominio de ellos!,Vamos destruir os robôs para acabar com o seu domínio!
dlg_dialoghi_es.json data[15][170][0],Yo ver ella [font=Bold]muy enfadada[/font].  Más de habitual.,Eu a vi [font=Bold]muito zangada[/font]. Mais do que o normal.
dlg_dialoghi_es.json data[15][175][0],"[font=Bold]¡Lila, espera![/font]","[font=Bold]Lila, espere![/font]"
dlg_dialoghi_es.json data[15][180][0],Estoy [font=Bold]atrapado[/font] aquí.,Estou [font=Bold]preso[/font] aqui.
dlg_dialoghi_es.json data[15][185][0],"[font=Urlato]¡Ja, ja, ja![/font]",[font=Urlato]Hahaha![/font]
dlg_dialoghi_es.json data[15][190][0],"Bueno, [font=Bold]viajero del tiempo[/font]... Ya estamos en mi casa.","Bem, [font=Bold]viajante do tempo[/font]... Estamos na minha casa agora."
dlg_dialoghi_es.json data[15][195][0],"Pero, tú no tienes pelo...",Mas você não tem cabelo...
dlg_dialoghi_es.json data[15][200][0],Tenía la esperanza de no tener que volver aquí jamás.,Eu esperava nunca mais ter que voltar aqui.
dlg_dialoghi_es.json data[16][0][0],"Tenemos toda clase de tés e infusiones; incluidos los más inusuales de toda la colonia. ¡Y todos los prepara [font=Bold]un servidor[/font]! Tome, ¡aquí tiene la carta con los favoritos de nuestros clientes!","Temos todos os tipos de chás e infusões, incluindo os mais incomuns de toda a colônia. E eu mesmo preparo todos! Veja aqui os favoritos dos nossos clientes!"
dlg_dialoghi_es.json data[16][1][0],Un momento... Usted no será... [font=Bold]¡¿el amigo de Lila?![/font],Espere um minuto... Você por acaso seria... amiga da Lila?!
dlg_dialoghi_es.json data[16][2][0],¿Sabe qué? ¡Hoy invita la casa!,Sabe de uma coisa? É por conta da casa hoje!
dlg_dialoghi_es.json data[16][10][0],Antes de versos que cambian y riman.  Y de máquinas que por la Tierra caminan.,Antes dos versos que mudam e rimam. E das máquinas que caminham sobre a Terra.
dlg_dialoghi_es.json data[16][12][0],Yo no sabría qué pedirle.,Eu não saberia o que perguntar a ele.
dlg_dialoghi_es.json data[16][19][0],Yo no lo hubiese explicado mejor.,Eu não poderia ter explicado melhor.
dlg_dialoghi_es.json data[16][21][0],"Estoy enseñando este arte a mi [font=Bold]pequeña Chaatr[/font], para que pueda sucederme y mantener viva la tradición de los tejedores cuando yo me haya ido.","Estou ensinando essa arte à minha [font=Bold]pequena Chaatr[/font], para que ela possa me suceder e manter viva a tradição dos tecelões quando eu não estiver mais aqui."
dlg_dialoghi_es.json data[16][23][0],Uf... de nada.,Ah... de nada.
dlg_dialoghi_es.json data[16][25][0],"¡Muy interesante, gracias!","Muito interessante, obrigado!"
dlg_dialoghi_es.json data[16][32][0],¡Aquí está!,Aqui está!
dlg_dialoghi_es.json data[16][38][0],¿Es que no te da vergüenza?  Esta gente sufre todos los días y tú les llenas la cabeza de más [font=Bold]sufrimiento[/font] todavía.,"Você não tem vergonha? Essas pessoas sofrem todos os dias, e você só está enchendo a cabeça delas com ainda mais sofrimento."
dlg_dialoghi_es.json data[16][41][0],No lo dudo.,Não tenho dúvidas disso.
dlg_dialoghi_es.json data[16][50][0],¿Dónde he acabado esta vez?,Onde é que eu fui parar desta vez?
dlg_dialoghi_es.json data[16][59][0],"Estamos en Júpiter, en el Distrito Cuatro de la colonia minera 42. Estás en el jardín frente al [font=Bold]Templo de la Desvinculación[/font].","Estamos em Júpiter, no Distrito Quatro da colônia mineira 42. Você está no jardim em frente ao Templo da Desvinculação."
dlg_dialoghi_es.json data[16][60][0],"Cuando lo descubrí, se me revolvieron las tripas. No quería ser parte de eso. Me marché de Ganimedes para empezar de cero en Júpiter.","Quando descobri, meu estômago embrulhou. Eu não queria fazer parte daquilo. Deixei Ganimedes para recomeçar em Júpiter."
dlg_dialoghi_es.json data[16][61][0],"Quizá no seas consciente, pero el [font=Bold]chaal[/font] es una planta que está completamente cubierta de corteza.  Es una maleza que puede crecer hasta alcanzar un tamaño increíble.","Você talvez não saiba, mas o chaal é uma planta completamente coberta por casca. É uma erva daninha que pode atingir um tamanho incrível."
dlg_dialoghi_es.json data[16][67][0],Siempre tengo [font=Bold]miedo[/font].,Estou sempre com medo.
dlg_dialoghi_es.json data[16][73][0],Ven conmigo y no intentes resistirte.,Venha comigo e não tente resistir.
